city;tid;link_A;link_B
;;;
È. Budìjovice;A061;https://www.google.cz/maps/place/48%C2%B059'54.3%22N+14%C2%B028'41.7%22E/@48.998413,14.4768802,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.998413!4d14.478259;https://www.google.cz/maps/place/48%C2%B059'55.1%22N+14%C2%B028'50.7%22E/@48.998638,14.4785543,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.998638!4d14.480743
È. Budìjovice;A062;https://www.google.cz/maps/place/48%C2%B059'26.1%22N+14%C2%B028'06.1%22E/@48.990584,14.4661723,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.990584!4d14.468361;https://www.google.cz/maps/place/48%C2%B059'22.0%22N+14%C2%B028'19.5%22E/@48.989443,14.4698953,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.989443!4d14.472084
È. Budìjovice;A063;https://www.google.cz/maps/place/48%C2%B059'36.6%22N+14%C2%B030'22.2%22E/@48.993492,14.5039673,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.993492!4d14.506156;https://www.google.cz/maps/place/48%C2%B059'44.8%22N+14%C2%B030'18.7%22E/@48.99578,14.5029913,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.99578!4d14.50518
È. Budìjovice;A064;https://www.google.cz/maps/place/48%C2%B058'51.5%22N+14%C2%B028'24.2%22E/@48.980972,14.4712123,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.980972!4d14.473401;https://www.google.cz/maps/place/48%C2%B058'59.1%22N+14%C2%B028'25.7%22E/@48.983077,14.4716093,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.983077!4d14.473798
È. Budìjovice;A065;https://www.google.cz/maps/place/48%C2%B058'37.5%22N+14%C2%B027'00.7%22E/@48.977086,14.4485403,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.977086!4d14.45018;https://www.google.cz/maps/place/48%C2%B058'30.8%22N+14%C2%B027'03.3%22E/@48.975227,14.4487223,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.975227!4d14.450911
È. Budìjovice;A066;https://www.google.cz/maps/place/48%C2%B058'22.5%22N+14%C2%B028'35.1%22E/@48.972913,14.4757723,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.972913!4d14.476423;https://www.google.cz/maps/place/48%C2%B058'24.1%22N+14%C2%B028'40.1%22E/@48.973357,14.4767007,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.973357!4d14.477795
È. Budìjovice;A067;https://www.google.cz/maps/place/48%C2%B058'13.3%22N+14%C2%B028'52.6%22E/@48.970356,14.4790923,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.970356!4d14.481281;https://www.google.cz/maps/place/48%C2%B058'13.7%22N+14%C2%B029'03.7%22E/@48.970469,14.4821713,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.970469!4d14.48436
È. Budìjovice;A068;https://www.google.cz/maps/place/48%C2%B058'07.5%22N+14%C2%B030'32.6%22E/@48.968756,14.5068553,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.968756!4d14.509044;https://www.google.cz/maps/place/48%C2%B058'00.7%22N+14%C2%B030'31.2%22E/@48.966861,14.5064793,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.966861!4d14.508668
È. Budìjovice;A069;https://www.google.cz/maps/place/48%C2%B057'50.1%22N+14%C2%B029'02.6%22E/@48.963907,14.4818753,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.963907!4d14.484064;https://www.google.cz/maps/place/48%C2%B057'36.3%22N+14%C2%B029'03.5%22E/@48.96008,14.4821163,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.96008!4d14.484305
È. Budìjovice;A070;https://www.google.cz/maps/place/48%C2%B057'04.8%22N+14%C2%B030'16.1%22E/@48.951332,14.502889,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.951332!4d14.504482;https://www.google.cz/maps/place/48%C2%B056'57.5%22N+14%C2%B030'17.2%22E/@48.94931,14.5025883,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.94931!4d14.504777
È. Budìjovice;A071;https://www.google.cz/maps/place/48%C2%B056'47.4%22N+14%C2%B027'53.9%22E/@48.946494,14.4627733,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.946494!4d14.464962;https://www.google.cz/maps/place/48%C2%B056'40.2%22N+14%C2%B027'53.0%22E/@48.944493,14.4625373,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.944493!4d14.464726
È. Budìjovice;A072;https://www.google.cz/maps/place/48%C2%B057'27.1%22N+14%C2%B028'12.8%22E/@48.957536,14.4690546,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.957536!4d14.470214;https://www.google.cz/maps/place/48%C2%B057'25.1%22N+14%C2%B028'19.8%22E/@48.956958,14.4699663,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d48.956958!4d14.472155
;;;
Zlín;A073;https://www.google.cz/maps/place/49%C2%B012'53.2%22N+17%C2%B037'41.2%22E/@49.214771,17.6259253,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.214771!4d17.628114;https://www.google.cz/maps/place/49%C2%B012'50.4%22N+17%C2%B037'31.3%22E/@49.213986,17.6231793,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.213986!4d17.625368
Zlín;A074;https://www.google.cz/maps/place/49%C2%B013'18.0%22N+17%C2%B037'58.9%22E/@49.22167,17.6308293,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.22167!4d17.633018;https://www.google.cz/maps/place/49%C2%B013'12.3%22N+17%C2%B038'01.8%22E/@49.220086,17.6316343,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.220086!4d17.633823
Zlín;A075;https://www.google.cz/maps/place/49%C2%B013'02.6%22N+17%C2%B038'50.9%22E/@49.217385,17.6452953,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.217385!4d17.647484;https://www.google.cz/maps/place/49%C2%B013'02.9%22N+17%C2%B039'00.7%22E/@49.217483,17.6480093,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.217483!4d17.650198
Zlín;A076;https://www.google.cz/maps/place/49%C2%B013'20.9%22N+17%C2%B039'17.6%22E/@49.222477,17.6526953,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.222477!4d17.654884;https://www.google.cz/maps/place/49%C2%B013'23.6%22N+17%C2%B039'28.1%22E/@49.223234,17.6556033,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.223234!4d17.657792
Zlín;A077;https://www.google.cz/maps/place/49%C2%B013'39.5%22N+17%C2%B039'55.4%22E/@49.227636,17.6632033,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.227636!4d17.665392;https://www.google.cz/maps/place/49%C2%B013'39.0%22N+17%C2%B040'06.0%22E/@49.22751,17.6661433,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.22751!4d17.668332
Zlín;A078;https://www.google.cz/maps/place/49%C2%B014'19.4%22N+17%C2%B039'17.5%22E/@49.238725,17.6537627,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.238725!4d17.654857;https://www.google.cz/maps/place/49%C2%B014'24.2%22N+17%C2%B039'10.8%22E/@49.240042,17.6518957,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.240042!4d17.65299
Zlín;A079;https://www.google.cz/maps/place/49%C2%B013'53.1%22N+17%C2%B039'23.0%22E/@49.231426,17.6547453,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.231426!4d17.656385;https://www.google.cz/maps/place/49%C2%B014'01.4%22N+17%C2%B039'23.0%22E/@49.23371,17.6541873,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.23371!4d17.656376
Zlín;A080;https://www.google.cz/maps/place/49%C2%B013'45.9%22N+17%C2%B041'07.7%22E/@49.229404,17.6836385,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.229404!4d17.685479;https://www.google.cz/maps/place/49%C2%B013'51.8%22N+17%C2%B041'10.5%22E/@49.231064,17.6840573,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.231064!4d17.686246
Zlín;A081;https://www.google.cz/maps/place/49%C2%B013'14.8%22N+17%C2%B041'14.4%22E/@49.22079,17.6857774,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.22079!4d17.687325;https://www.google.cz/maps/place/49%C2%B013'11.7%22N+17%C2%B041'25.6%22E/@49.219921,17.6882553,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.219921!4d17.690444
Zlín;A082;https://www.google.cz/maps/place/49%C2%B013'20.1%22N+17%C2%B041'33.8%22E/@49.222239,17.6911714,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.222239!4d17.692719;https://www.google.cz/maps/place/49%C2%B013'25.7%22N+17%C2%B041'35.0%22E/@49.223816,17.6908713,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.223816!4d17.69306
Zlín;A083;https://www.google.cz/maps/place/49%C2%B013'32.7%22N+17%C2%B042'04.9%22E/@49.225742,17.6998084,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.225742!4d17.701356;https://www.google.cz/maps/place/49%C2%B013'29.9%22N+17%C2%B042'18.6%22E/@49.224971,17.7029733,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.224971!4d17.705162
Zlín;A084;https://www.google.cz/maps/place/49%C2%B013'39.4%22N+17%C2%B039'57.6%22E/@49.227614,17.6654428,19z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.227614!4d17.66599;https://www.google.cz/maps/place/49%C2%B013'38.9%22N+17%C2%B040'08.3%22E/@49.227468,17.6671205,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.227468!4d17.668961
;;;
Ústí n. Labem;A085;https://www.google.cz/maps/place/50%C2%B039'41.4%22N+14%C2%B000'11.2%22E/@50.661485,14.0009313,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.661485!4d14.00312;https://www.google.cz/maps/place/50%C2%B039'33.1%22N+14%C2%B000'13.6%22E/@50.659185,14.0015753,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.659185!4d14.003764
Ústí n. Labem;A086;https://www.google.cz/maps/place/50%C2%B039'16.4%22N+14%C2%B000'03.9%22E/@50.654568,13.9989043,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.654568!4d14.001093;https://www.google.cz/maps/place/50%C2%B039'21.0%22N+13%C2%B059'48.1%22E/@50.655826,13.9945163,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.655826!4d13.996705
Ústí n. Labem;A087;https://www.google.cz/maps/place/50%C2%B039'43.8%22N+14%C2%B001'14.8%22E/@50.662179,14.0185903,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.662179!4d14.020779;https://www.google.cz/maps/place/50%C2%B039'47.0%22N+14%C2%B001'27.6%22E/@50.663063,14.0221413,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.663063!4d14.02433
Ústí n. Labem;A088;https://www.google.cz/maps/place/50%C2%B040'01.5%22N+14%C2%B001'46.2%22E/@50.667072,14.0273033,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.667072!4d14.029492;https://www.google.cz/maps/place/50%C2%B040'08.8%22N+14%C2%B001'32.7%22E/@50.669112,14.0235593,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.669112!4d14.025748
Ústí n. Labem;A089;https://www.google.cz/maps/place/50%C2%B040'15.7%22N+14%C2%B000'58.3%22E/@50.671023,14.0140003,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.671023!4d14.016189;https://www.google.cz/maps/place/50%C2%B040'14.1%22N+14%C2%B000'49.6%22E/@50.670595,14.0115753,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.670595!4d14.013764
Ústí n. Labem;A090;https://www.google.cz/maps/place/50%C2%B041'08.5%22N+14%C2%B000'01.6%22E/@50.685685,13.9982473,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.685685!4d14.000436;https://www.google.cz/maps/place/50%C2%B041'15.0%22N+14%C2%B000'06.8%22E/@50.6875,13.9996853,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.6875!4d14.001874
Ústí n. Labem;A091;https://www.google.cz/maps/place/50%C2%B041'18.7%22N+14%C2%B000'51.9%22E/@50.68854,14.0125815,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.68854!4d14.014422;https://www.google.cz/maps/place/50%C2%B041'24.2%22N+14%C2%B000'46.3%22E/@50.690056,14.0106713,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.690056!4d14.01286
Ústí n. Labem;A092;https://www.google.cz/maps/place/50%C2%B040'54.4%22N+14%C2%B001'34.6%22E/@50.681776,14.0249315,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.681776!4d14.026271;https://www.google.cz/maps/place/50%C2%B041'00.4%22N+14%C2%B001'32.2%22E/@50.683455,14.0234083,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.683455!4d14.025597
Ústí n. Labem;A093;https://www.google.cz/maps/place/50%C2%B039'43.6%22N+14%C2%B002'29.7%22E/@50.662103,14.0394003,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.662103!4d14.041589;https://www.google.cz/maps/place/50%C2%B039'50.3%22N+14%C2%B002'29.1%22E/@50.66398,14.0392393,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.66398!4d14.041428
Ústí n. Labem;A094;https://www.google.cz/maps/place/50%C2%B040'13.5%22N+14%C2%B004'11.3%22E/@50.670427,14.0687007,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.670427!4d14.069795;https://www.google.cz/maps/place/50%C2%B040'14.2%22N+14%C2%B004'18.5%22E/@50.6706,14.0707067,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.6706!4d14.071801
Ústí n. Labem;A095;https://www.google.cz/maps/place/50%C2%B039'46.8%22N+14%C2%B004'42.0%22E/@50.662992,14.0772407,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.662992!4d14.078335;https://www.google.cz/maps/place/50%C2%B039'48.3%22N+14%C2%B004'57.6%22E/@50.6634003,14.0827443,19z/data=!4m5!3m4!1s0x0:0x0!8m2!3d50.663414!4d14.082675
Ústí n. Labem;A096;https://www.google.cz/maps/place/50%C2%B040'36.5%22N+14%C2%B006'36.1%22E/@50.676817,14.1078263,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.676817!4d14.110015;https://www.google.cz/maps/place/50%C2%B040'41.3%22N+14%C2%B006'42.6%22E/@50.678143,14.1096393,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.678143!4d14.111828
;;;
Brno;A097;https://www.google.cz/maps/place/49%C2%B012'56.7%22N+16%C2%B034'30.8%22E/@49.215753,16.5730353,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.215753!4d16.575224;https://www.google.cz/maps/place/49%C2%B012'59.9%22N+16%C2%B034'21.7%22E/@49.216636,16.5704923,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.216636!4d16.572681
Brno;A098;https://www.google.cz/maps/place/49%C2%B012'39.7%22N+16%C2%B035'37.0%22E/@49.211018,16.5914343,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.211018!4d16.593623;https://www.google.cz/maps/place/49%C2%B012'43.3%22N+16%C2%B035'51.3%22E/@49.212027,16.5953823,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.212027!4d16.597571
Brno;A099;https://www.google.cz/maps/place/49%C2%B013'01.2%22N+16%C2%B037'37.9%22E/@49.217004,16.6250696,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.217004!4d16.627196;https://www.google.cz/maps/place/49%C2%B013'04.3%22N+16%C2%B037'24.9%22E/@49.217868,16.6214043,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.217868!4d16.623593
Brno;A100;https://www.google.cz/maps/place/49%C2%B013'42.4%22N+16%C2%B037'19.0%22E/@49.228438,16.6206456,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.228438!4d16.621947;https://www.google.cz/maps/place/49%C2%B013'45.7%22N+16%C2%B037'08.7%22E/@49.229356,16.6168923,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.229356!4d16.619081
Brno;A101;https://www.google.cz/maps/place/49%C2%B012'00.1%22N+16%C2%B035'59.3%22E/@49.200017,16.5976173,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.200017!4d16.599806;https://www.google.cz/maps/place/49%C2%B011'58.0%22N+16%C2%B035'44.7%22E/@49.199435,16.5935613,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.199435!4d16.59575
Brno;A102;https://www.google.cz/maps/place/49%C2%B011'51.8%22N+16%C2%B034'43.2%22E/@49.197714,16.5768375,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.197714!4d16.578678;https://www.google.cz/maps/place/49%C2%B011'56.3%22N+16%C2%B034'30.1%22E/@49.198969,16.5728253,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.198969!4d16.575014
Brno;A103;https://www.google.cz/maps/place/49%C2%B011'52.0%22N+16%C2%B038'22.9%22E/@49.19778,16.6378505,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.19778!4d16.639691;https://www.google.cz/maps/place/49%C2%B011'54.7%22N+16%C2%B038'30.9%22E/@49.198537,16.6397393,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.198537!4d16.641928
Brno;A104;https://www.google.cz/maps/place/49%C2%B011'38.0%22N+16%C2%B039'09.4%22E/@49.193876,16.6510644,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.193876!4d16.652612;https://www.google.cz/maps/place/49%C2%B011'33.3%22N+16%C2%B039'17.4%22E/@49.192586,16.6526523,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.192586!4d16.654841
Brno;A105;https://www.google.cz/maps/place/49%C2%B010'49.5%22N+16%C2%B037'17.6%22E/@49.180426,16.6206478,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.180426!4d16.621568;https://www.google.cz/maps/place/49%C2%B010'54.1%22N+16%C2%B037'17.4%22E/@49.181699,16.6204167,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.181699!4d16.621511
Brno;A106;https://www.google.cz/maps/place/49%C2%B010'32.7%22N+16%C2%B035'51.9%22E/@49.175735,16.5959005,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.175735!4d16.597741;https://www.google.cz/maps/place/49%C2%B010'33.7%22N+16%C2%B036'02.0%22E/@49.176022,16.5994517,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.176022!4d16.600546
Brno;A107;https://www.google.cz/maps/place/49%C2%B009'59.5%22N+16%C2%B033'28.2%22E/@49.166534,16.5561313,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.166534!4d16.557819;https://www.google.cz/maps/place/49%C2%B009'59.1%22N+16%C2%B033'16.9%22E/@49.166415,16.5525153,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.166415!4d16.554704
Brno;A108;https://www.google.cz/maps/place/49%C2%B012'24.6%22N+16%C2%B041'01.5%22E/@49.206822,16.6815503,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.206822!4d16.683739;https://www.google.cz/maps/place/49%C2%B012'30.9%22N+16%C2%B041'01.5%22E/@49.208581,16.6815713,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d49.208581!4d16.68376
;;;
Praha;A109;https://www.google.cz/maps/place/50%C2%B003'18.1%22N+14%C2%B021'39.7%22E/@50.055032,14.3599086,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.055032!4d14.361035;https://www.google.cz/maps/place/50%C2%B003'18.8%22N+14%C2%B021'28.4%22E/@50.055214,14.3573278,19z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.055214!4d14.357875
Praha;A110;https://www.google.cz/maps/place/50%C2%B002'11.9%22N+14%C2%B020'35.0%22E/@50.036638,14.34146,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.036638!4d14.343053;https://www.google.cz/maps/place/50%C2%B002'18.2%22N+14%C2%B020'33.7%22E/@50.038386,14.3419322,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.038386!4d14.342706
Praha;A111;https://www.google.cz/maps/place/50%C2%B003'58.5%22N+14%C2%B021'55.8%22E/@50.066252,14.3635996,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.066252!4d14.365494;https://www.google.cz/maps/place/50%C2%B003'58.5%22N+14%C2%B021'45.8%22E/@50.066259,14.3605423,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.066259!4d14.362731
Praha;A112;https://www.google.cz/maps/place/50%C2%B005'04.7%22N+14%C2%B022'22.1%22E/@50.084644,14.3711763,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.084644!4d14.372816;https://www.google.cz/maps/place/50%C2%B005'06.3%22N+14%C2%B022'32.0%22E/@50.085085,14.3733653,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.085085!4d14.375554
Praha;A113;https://www.google.cz/maps/place/50%C2%B005'51.4%22N+14%C2%B022'34.2%22E/@50.097607,14.3739903,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.097607!4d14.376179;https://www.google.cz/maps/place/50%C2%B005'53.7%22N+14%C2%B022'45.4%22E/@50.098254,14.3770803,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.098254!4d14.379269
Praha;A114;https://www.google.cz/maps/place/50%C2%B006'05.3%22N+14%C2%B023'58.4%22E/@50.101481,14.3973533,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.101481!4d14.399542;https://www.google.cz/maps/place/50%C2%B006'11.7%22N+14%C2%B023'54.5%22E/@50.103243,14.3962913,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.103243!4d14.39848
Praha;A115;https://www.google.cz/maps/place/50%C2%B006'14.9%22N+14%C2%B026'49.3%22E/@50.104125,14.4452249,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.104125!4d14.447013;https://www.google.cz/maps/place/50%C2%B006'15.1%22N+14%C2%B026'59.8%22E/@50.10418,14.4477673,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.10418!4d14.449956
Praha;A116;https://www.google.cz/maps/place/50%C2%B007'48.3%22N+14%C2%B025'19.1%22E/@50.13007,14.4197723,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.13007!4d14.421961;https://www.google.cz/maps/place/50%C2%B007'48.9%22N+14%C2%B025'07.6%22E/@50.130256,14.4165863,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.130256!4d14.418775
Praha;A117;https://www.google.cz/maps/place/50%C2%B003'51.1%22N+14%C2%B026'42.1%22E/@50.064192,14.4432369,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.064192!4d14.445025;https://www.google.cz/maps/place/50%C2%B003'51.1%22N+14%C2%B026'34.2%22E/@50.064185,14.4406303,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.064185!4d14.442819
Praha;A118;https://www.google.cz/maps/place/50%C2%B004'27.1%22N+14%C2%B026'58.8%22E/@50.074202,14.4481114,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.074202!4d14.449659;https://www.google.cz/maps/place/50%C2%B004'27.7%22N+14%C2%B027'06.6%22E/@50.074357,14.4509008,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.074357!4d14.451821
Praha;A119;https://www.google.cz/maps/place/50%C2%B005'15.3%22N+14%C2%B027'50.7%22E/@50.087588,14.4621361,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.087588!4d14.464086;https://www.google.cz/maps/place/50%C2%B005'21.2%22N+14%C2%B027'47.9%22E/@50.089226,14.4611173,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.089226!4d14.463306
Praha;A120;https://www.google.cz/maps/place/50%C2%B004'14.3%22N+14%C2%B024'52.5%22E/@50.070625,14.4134877,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.070625!4d14.414582;https://www.google.cz/maps/place/50%C2%B004'14.6%22N+14%C2%B024'57.4%22E/@50.070711,14.4148607,18z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d50.070711!4d14.415955
